Company,Recommendations
VVR,1.0
PRGS,1.2
PRDO,1.3
GSL,1.3
NCNA,1.4
GTN,1.4
EVRI,1.5
HTGC,1.5
DNMR,1.5
LRN,1.6
LX,1.6
ARAY,1.6
ALLT,1.7
RCUS,1.7
DAC,1.7
PRPL,1.7
APR,1.7
DEA,1.9
SI,1.9
ARCB,1.9
NEX,1.9
MAXR,2.0
NR,2.0
PRVB,2.0
PLYA,2.0
RAAS,2.0
IMAX,2.0
PING,2.0
KOS,2.0
ACRE,2.0
BNED,2.0
APPH,2.0
BGFV,2.0
TTMI,2.0
BHR,2.0
SPH,2.0
ERF,2.0
SAND,2.2
VLDR,2.2
BSIG,2.2
IO,2.2
ECPG,2.2
ASC,2.3
LPI,2.3
REAL,2.4
NTGR,2.4
DHT,2.4
FNKO,2.4
CHMA,2.4
RGS,2.5
BRMK,2.5
SEAC,2.5
SCHN,2.5
FGEN,2.5
SFL,2.5
MESO,2.5
GOL,2.6
NS,2.6
FCF,2.6
YELL,2.7
LC,2.7
LLNW,2.7
TGI,2.7
AFIN,2.7
DK,2.7
INSG,2.8
DBI,2.8
BEST,2.8
SSYS,2.9
CCO,2.9
PEI,3.0
CENX,3.0
CTK,3.0
SPWH,3.0
MFGP,3.0
ELP,3.0
WPG,3.0
FSM,3.0
LTRPA,3.0
HYLN,3.0
BCC,3.0
BTU,3.0
GNW,3.0
BGS,3.1
HT,3.2
TCS,3.3
DHC,3.3
SKT,3.6
YPF,3.6
ORPH,4.0
GCI,4.3
CAP,6.0
SCR,6.0
NCZ,6.0
DMYI,6.0
GSAH,6.0
HUT,6.0
KNDI,6.0
SFTW,6.0
NCV,6.0
